,sequence,gdaxi,ftse,gspc
,,,,
Date,,,,
2011-06-06,9380.349609375,7084.56982421875,5863.2001953125,1286.1700439453125
2011-06-07,9442.9501953125,7103.25,5864.7001953125,1284.93994140625
2011-06-08,9449.4599609375,7060.22998046875,5808.89990234375,1279.56005859375
2011-06-09,9467.150390625,7159.66015625,5856.2998046875,1289.0
2011-06-10,9514.4404296875,7069.89990234375,5765.7998046875,1270.97998046875
2011-06-13,9448.2099609375,7085.14013671875,5773.5,1271.8299560546875
2011-06-14,9547.7900390625,7204.7900390625,5803.10009765625,1287.8699951171875
2011-06-15,9574.3203125,7115.080078125,5742.60009765625,1265.4200439453125
2011-06-16,9411.2802734375,7110.2001953125,5698.7998046875,1267.6400146484375
2011-06-17,9351.400390625,7164.0498046875,5714.89990234375,1271.5
2011-06-20,9354.3203125,7150.2099609375,5693.39990234375,1278.3599853515625
2011-06-21,9459.66015625,7285.509765625,5775.2998046875,1295.52001953125
2011-06-22,9629.4296875,7278.18994140625,5773.0,1287.1400146484375
2011-06-23,9596.740234375,7149.43994140625,5674.39990234375,1283.5
2011-06-24,9678.7099609375,7121.3798828125,5697.7001953125,1268.449951171875
2011-06-27,9578.3095703125,7107.89990234375,5722.2998046875,1280.0999755859375
2011-06-28,9648.98046875,7170.43017578125,5766.89990234375,1296.6700439453125
2011-06-29,9797.259765625,7294.14013671875,5856.0,1307.4100341796875
2011-06-30,9816.08984375,7376.240234375,5945.7001953125,1320.6400146484375
2011-07-01,9868.0703125,7419.43994140625,5989.7998046875,1339.6700439453125
2011-07-04,9965.08984375,7442.9599609375,6017.5,1339.6700439453125
2011-07-05,9972.4599609375,7439.43994140625,6024.0,1337.8800048828125
2011-07-06,10082.48046875,7431.18994140625,6002.89990234375,1339.219970703125
2011-07-07,10071.1396484375,7471.43994140625,6054.60009765625,1353.219970703125
2011-07-08,10137.73046875,7402.72998046875,5990.60009765625,1343.800048828125
2011-07-11,10069.5302734375,7230.25,5929.2001953125,1319.489990234375
2011-07-12,9925.919921875,7174.14013671875,5869.0,1313.6400146484375
2011-07-13,9963.1396484375,7267.8701171875,5906.39990234375,1317.719970703125
2011-07-14,9936.1201171875,7214.740234375,5847.0,1308.8699951171875
2011-07-15,9974.4697265625,7220.1201171875,5843.7001953125,1316.1400146484375
2011-07-18,9974.4697265625,7107.919921875,5752.7998046875,1305.43994140625
2011-07-19,9889.7197265625,7192.669921875,5790.0,1326.72998046875
2011-07-20,10005.900390625,7221.35986328125,5853.7998046875,1325.8399658203125
2011-07-21,10010.3896484375,7290.14013671875,5899.89990234375,1343.800048828125
2011-07-22,10132.1103515625,7326.39013671875,5935.0,1345.02001953125
2011-07-25,10050.009765625,7344.5400390625,5925.2998046875,1337.4300537109375
2011-07-26,10097.7197265625,7349.4501953125,5929.7001953125,1331.93994140625
2011-07-27,10047.1904296875,7252.68017578125,5856.60009765625,1304.8900146484375
2011-07-28,9901.349609375,7190.06005859375,5873.2001953125,1300.6700439453125
2011-07-29,9833.0302734375,7158.77001953125,5815.2001953125,1292.280029296875
2011-08-01,9965.009765625,6953.97998046875,5774.39990234375,1286.93994140625
2011-08-02,9844.58984375,6796.75,5718.39990234375,1254.050048828125
2011-08-03,9637.1396484375,6640.58984375,5584.5,1260.3399658203125
2011-08-04,9659.1796875,6414.759765625,5393.10009765625,1200.0699462890625
2011-08-05,9299.8798828125,6236.16015625,5247.0,1199.3800048828125
2011-08-08,9097.5595703125,5923.27001953125,5069.0,1119.4599609375
2011-08-09,8944.48046875,5917.080078125,5164.89990234375,1172.530029296875
2011-08-10,9038.740234375,5613.419921875,5007.2001953125,1120.760009765625
2011-08-11,8981.9404296875,5797.66015625,5162.7998046875,1172.6400146484375
2011-08-12,8963.7197265625,5997.740234375,5320.0,1178.81005859375
2011-08-15,9086.41015625,6022.240234375,5350.60009765625,1204.489990234375
2011-08-16,9107.4296875,5994.89990234375,5357.60009765625,1192.760009765625
2011-08-17,9057.259765625,5948.93994140625,5331.60009765625,1193.8900146484375
2011-08-18,8943.759765625,5602.7998046875,5092.2001953125,1140.6500244140625
2011-08-19,8719.240234375,5480.0,5040.7998046875,1123.530029296875
2011-08-22,8628.1298828125,5473.77978515625,5095.2998046875,1123.8199462890625
2011-08-23,8733.009765625,5532.3798828125,5129.39990234375,1162.3499755859375
2011-08-24,8639.6103515625,5681.080078125,5205.89990234375,1177.5999755859375
2011-08-25,8772.3603515625,5584.14013671875,5131.10009765625,1159.27001953125
2011-08-26,8797.7802734375,5537.47998046875,5129.89990234375,1176.800048828125
2011-08-29,8851.349609375,5670.06982421875,5129.89990234375,1210.0799560546875
2011-08-30,8953.900390625,5643.919921875,5268.7001953125,1212.9200439453125
2011-08-31,8955.2001953125,5784.85009765625,5394.5,1218.8900146484375
2011-09-01,9060.7998046875,5730.6298828125,5418.7001953125,1204.4200439453125
2011-09-02,8950.740234375,5538.330078125,5292.0,1173.969970703125
2011-09-05,8784.4599609375,5246.18017578125,5102.60009765625,1173.969970703125
2011-09-06,8590.5703125,5193.97021484375,5156.7998046875,1165.239990234375
2011-09-07,8763.41015625,5405.52978515625,5318.60009765625,1198.6199951171875
2011-09-08,8793.1201171875,5408.4599609375,5340.39990234375,1185.9000244140625
2011-09-09,8737.66015625,5189.93017578125,5214.7001953125,1154.22998046875
2011-09-12,8535.669921875,5072.330078125,5129.60009765625,1162.27001953125
2011-09-13,8616.5498046875,5166.35986328125,5174.2998046875,1172.8699951171875
2011-09-14,8518.5703125,5340.18994140625,5227.0,1188.6800537109375
2011-09-15,8668.8603515625,5508.240234375,5337.5,1209.1099853515625
2011-09-16,8864.16015625,5573.509765625,5368.39990234375,1216.010009765625
2011-09-19,8864.16015625,5415.91015625,5259.60009765625,1204.0899658203125
2011-09-20,8721.240234375,5571.68017578125,5363.7001953125,1202.0899658203125
2011-09-21,8741.16015625,5433.7998046875,5288.39990234375,1166.760009765625
2011-09-22,8560.259765625,5164.2099609375,5041.60009765625,1129.56005859375
2011-09-23,8560.259765625,5196.56005859375,5066.7998046875,1136.4300537109375
2011-09-26,8374.1298828125,5345.56005859375,5089.39990234375,1162.949951171875
2011-09-27,8609.9501953125,5628.43994140625,5294.10009765625,1175.3800048828125
2011-09-28,8615.650390625,5578.419921875,5217.60009765625,1151.06005859375
2011-09-29,8701.23046875,5639.580078125,5196.7998046875,1160.4000244140625
2011-09-30,8700.2900390625,5502.02001953125,5128.5,1131.4200439453125
2011-10-03,8545.48046875,5502.02001953125,5075.5,1099.22998046875
2011-10-04,8456.1201171875,5216.7099609375,4944.39990234375,1123.949951171875
2011-10-05,8382.98046875,5473.02978515625,5102.2001953125,1144.030029296875
2011-10-06,8522.01953125,5645.25,5291.2998046875,1164.969970703125
2011-10-07,8605.6201171875,5675.7001953125,5303.39990234375,1155.4599609375
2011-10-10,8605.6201171875,5847.2900390625,5399.0,1194.8900146484375
2011-10-11,8773.6796875,5865.009765625,5395.7001953125,1195.5400390625
2011-10-12,8738.900390625,5994.47021484375,5441.7998046875,1207.25
2011-10-13,8823.25,5914.83984375,5403.39990234375,1203.6600341796875
2011-10-14,8747.9599609375,5967.2001953125,5466.39990234375,1224.5799560546875
2011-10-17,8879.599609375,5859.43017578125,5436.7001953125,1200.8599853515625
2011-10-18,8741.91015625,5877.41015625,5410.39990234375,1225.3800048828125
2011-10-19,8772.5400390625,5913.52978515625,5450.5,1209.8800048828125
2011-10-20,8682.150390625,5766.47998046875,5384.7001953125,1215.3900146484375
2011-10-21,8678.8896484375,5970.9599609375,5488.7001953125,1238.25
2011-10-24,8843.98046875,6055.27001953125,5548.10009765625,1254.18994140625
2011-10-25,8762.3095703125,6046.75,5525.5,1229.050048828125
2011-10-26,8748.4697265625,6016.06982421875,5553.2001953125,1242.0
2011-10-27,8926.5400390625,6337.83984375,5713.7998046875,1284.5899658203125
2011-10-28,9050.4697265625,6346.18994140625,5702.2001953125,1285.0899658203125
2011-10-31,8988.3896484375,6141.33984375,5544.2001953125,1253.300048828125
2011-11-01,8835.51953125,5834.509765625,5421.60009765625,1218.280029296875
2011-11-02,8640.419921875,5965.6298828125,5484.10009765625,1237.9000244140625
2011-11-03,8640.419921875,6133.18017578125,5545.60009765625,1261.1500244140625
2011-11-04,8801.400390625,5966.16015625,5527.2001953125,1253.22998046875
2011-11-07,8767.08984375,5928.68017578125,5510.7998046875,1261.1199951171875
2011-11-08,8655.509765625,5961.43994140625,5567.2998046875,1275.9200439453125
2011-11-09,8755.4404296875,5829.5400390625,5460.39990234375,1229.0999755859375
2011-11-10,8500.7998046875,5867.81005859375,5444.7998046875,1239.699951171875
2011-11-11,8514.4697265625,6057.02978515625,5545.39990234375,1263.8499755859375
2011-11-14,8603.7001953125,5985.02001953125,5519.0,1251.780029296875
2011-11-15,8541.9296875,5933.14013671875,5517.39990234375,1257.81005859375
2011-11-16,8463.16015625,5913.35986328125,5509.0,1236.9100341796875
2011-11-17,8479.6298828125,5850.169921875,5423.10009765625,1216.1300048828125
2011-11-18,8374.91015625,5800.240234375,5362.89990234375,1215.6500244140625
2011-11-21,8348.26953125,5606.0,5222.60009765625,1192.97998046875
2011-11-22,8314.740234375,5537.39013671875,5206.7998046875,1188.0400390625
2011-11-23,8314.740234375,5457.77001953125,5139.7998046875,1161.7900390625
2011-11-24,8165.18017578125,5428.10986328125,5127.60009765625,1161.7900390625
2011-11-25,8160.009765625,5492.8701171875,5164.7001953125,1158.6700439453125
2011-11-28,8287.490234375,5745.330078125,5312.7998046875,1192.550048828125
2011-11-29,8477.8203125,5799.91015625,5337.0,1195.18994140625
2011-11-30,8434.6103515625,6088.83984375,5505.39990234375,1246.9599609375
2011-12-01,8597.3798828125,6035.8798828125,5489.2998046875,1244.5799560546875
2011-12-02,8643.75,6080.68017578125,5552.2998046875,1244.280029296875
2011-12-05,8695.98046875,6106.08984375,5568.0,1257.0799560546875
2011-12-06,8575.16015625,6028.81982421875,5568.7001953125,1258.469970703125
2011-12-07,8722.169921875,5994.72998046875,5546.89990234375,1261.010009765625
2011-12-08,8664.580078125,5874.43994140625,5483.7998046875,1234.3499755859375
2011-12-09,8536.4599609375,5986.7099609375,5529.2001953125,1255.18994140625
2011-12-12,8653.8203125,5785.43017578125,5427.89990234375,1236.469970703125
2011-12-13,8552.8095703125,5774.259765625,5490.2001953125,1225.72998046875
2011-12-14,8519.1298828125,5675.14013671875,5366.7998046875,1211.8199462890625
2011-12-15,8377.3701171875,5730.6201171875,5400.89990234375,1215.75
2011-12-16,8401.7197265625,5701.77978515625,5387.2998046875,1219.6600341796875
2011-12-19,8296.1201171875,5670.7099609375,5365.0,1205.3499755859375
2011-12-20,8336.48046875,5847.02978515625,5419.60009765625,1241.300048828125
2011-12-21,8459.98046875,5791.52978515625,5389.7001953125,1243.719970703125
2011-12-22,8395.16015625,5852.18017578125,5457.0,1254.0
2011-12-23,8395.16015625,5878.93017578125,5512.7001953125,1265.3299560546875
2011-12-26,8479.33984375,5878.93017578125,5512.7001953125,1265.3299560546875
2011-12-27,8440.5595703125,5889.759765625,5512.7001953125,1265.4300537109375
2011-12-28,8423.6201171875,5771.27001953125,5507.39990234375,1249.6400146484375
2011-12-29,8398.8896484375,5848.77978515625,5566.7998046875,1263.02001953125
2011-12-30,8455.349609375,5898.35009765625,5572.2998046875,1257.5999755859375
2012-01-02,8455.349609375,6075.52001953125,5572.2998046875,1257.5999755859375
2012-01-03,8455.349609375,6166.56982421875,5699.89990234375,1277.06005859375
2012-01-04,8560.1103515625,6111.5498046875,5668.5,1277.300048828125
2012-01-05,8488.7099609375,6095.990234375,5624.2998046875,1281.06005859375
2012-01-06,8390.349609375,6057.919921875,5649.7001953125,1277.81005859375
2012-01-09,8390.349609375,6017.22998046875,5612.2998046875,1280.699951171875
2012-01-10,8422.259765625,6162.97998046875,5696.7001953125,1292.0799560546875
2012-01-11,8447.8798828125,6152.33984375,5670.7998046875,1292.47998046875
2012-01-12,8385.58984375,6179.2099609375,5662.39990234375,1295.5
2012-01-13,8500.01953125,6143.080078125,5636.60009765625,1289.0899658203125
2012-01-16,8378.3603515625,6220.009765625,5657.39990234375,1289.0899658203125
2012-01-17,8466.400390625,6332.93017578125,5694.0,1293.6700439453125
2012-01-18,8550.580078125,6354.56982421875,5702.39990234375,1308.0400390625
2012-01-19,8639.6796875,6416.259765625,5741.2001953125,1314.5
2012-01-20,8766.3603515625,6404.39013671875,5728.60009765625,1315.3800048828125
2012-01-23,8765.900390625,6436.6201171875,5782.60009765625,1316.0
2012-01-24,8785.330078125,6419.22021484375,5751.89990234375,1314.6500244140625
2012-01-25,8883.6904296875,6421.85009765625,5723.0,1326.06005859375
2012-01-26,8849.4697265625,6539.85009765625,5795.2001953125,1318.4300537109375
2012-01-27,8841.2197265625,6511.97998046875,5733.5,1316.3299560546875
2012-01-30,8793.0498046875,6444.4501953125,5671.10009765625,1313.010009765625
2012-01-31,8802.509765625,6458.91015625,5681.60009765625,1312.4100341796875
2012-02-01,8809.7900390625,6616.64013671875,5790.7001953125,1324.0899658203125
2012-02-02,8876.8203125,6655.6298828125,5796.10009765625,1325.5400390625
2012-02-03,8831.9296875,6766.669921875,5901.10009765625,1344.9000244140625
2012-02-06,8929.2001953125,6764.830078125,5892.2001953125,1344.3299560546875
2012-02-07,8917.51953125,6754.2001953125,5890.2998046875,1347.050048828125
2012-02-08,9015.58984375,6748.759765625,5875.89990234375,1349.9599609375
2012-02-09,9002.240234375,6788.7998046875,5895.5,1351.949951171875
2012-02-10,8947.169921875,6692.9599609375,5852.39990234375,1342.6400146484375
2012-02-13,8999.1796875,6738.47021484375,5905.7001953125,1351.77001953125
2012-02-14,9052.0703125,6728.18994140625,5899.89990234375,1350.5
2012-02-15,9260.33984375,6757.93994140625,5892.2001953125,1343.22998046875
2012-02-16,9238.099609375,6751.9599609375,5885.39990234375,1358.0400390625
2012-02-17,9384.169921875,6848.02978515625,5905.10009765625,1361.22998046875
2012-02-20,9485.08984375,6948.25,5945.2998046875,1361.22998046875
2012-02-21,9463.01953125,6908.18017578125,5928.2001953125,1362.2099609375
2012-02-22,9554.0,6843.8701171875,5916.60009765625,1357.6600341796875
2012-02-23,9595.5703125,6809.4599609375,5937.89990234375,1363.4599609375
2012-02-24,9647.3798828125,6864.43017578125,5935.10009765625,1365.739990234375
2012-02-27,9633.9296875,6849.60009765625,5915.60009765625,1367.5899658203125
2012-02-28,9722.51953125,6887.6298828125,5927.89990234375,1372.1800537109375
2012-02-29,9723.240234375,6856.080078125,5871.5,1365.6800537109375
2012-03-01,9707.3701171875,6941.77001953125,5931.2998046875,1374.0899658203125
2012-03-02,9777.0302734375,6921.3701171875,5911.10009765625,1369.6300048828125
2012-03-05,9698.58984375,6866.4599609375,5874.7998046875,1364.3299560546875
2012-03-06,9637.6298828125,6633.10986328125,5765.7998046875,1343.3599853515625
2012-03-07,9576.0595703125,6671.10986328125,5791.39990234375,1352.6300048828125
2012-03-08,9768.9599609375,6834.5400390625,5859.7001953125,1365.9100341796875
2012-03-09,9929.740234375,6880.2099609375,5887.5,1370.8699951171875
2012-03-12,9889.8603515625,6901.35009765625,5892.7998046875,1371.0899658203125
2012-03-13,9899.080078125,6995.91015625,5955.89990234375,1395.949951171875
2012-03-14,10050.51953125,7079.419921875,5945.39990234375,1394.280029296875
2012-03-15,10123.2802734375,7144.4501953125,5940.7001953125,1402.5999755859375
2012-03-16,10129.830078125,7157.81982421875,5965.60009765625,1404.1700439453125
2012-03-19,10141.990234375,7154.22021484375,5961.10009765625,1409.75
2012-03-20,10141.990234375,7054.93994140625,5891.39990234375,1405.52001953125
2012-03-21,10086.490234375,7071.31982421875,5892.0,1402.8900146484375
2012-03-22,10127.080078125,6981.259765625,5845.7001953125,1392.780029296875
2012-03-23,10011.4697265625,6995.6201171875,5854.89990234375,1397.1099853515625
2012-03-26,10018.240234375,7079.22998046875,5902.7001953125,1416.510009765625
2012-03-27,10255.150390625,7078.89990234375,5869.60009765625,1412.52001953125
2012-03-28,10182.5703125,6998.7998046875,5809.0,1405.5400390625
2012-03-29,10114.7900390625,6875.14990234375,5742.0,1403.280029296875
2012-03-30,10083.5595703125,6946.830078125,5768.5,1408.469970703125
2012-04-02,10109.8701171875,7056.64990234375,5874.89990234375,1419.0400390625
2012-04-03,10050.3896484375,6982.27978515625,5838.2998046875,1413.3800048828125
2012-04-04,9819.990234375,6784.06005859375,5703.7998046875,1398.9599609375
2012-04-05,9767.6103515625,6775.259765625,5723.7001953125,1398.0799560546875
2012-04-06,9688.4501953125,6775.259765625,5723.7001953125,1398.0799560546875
2012-04-09,9546.259765625,6775.259765625,5723.7001953125,1382.199951171875
2012-04-10,9538.01953125,6606.43017578125,5595.60009765625,1358.5899658203125
2012-04-11,9458.740234375,6674.72998046875,5634.7001953125,1368.7099609375
2012-04-12,9524.7900390625,6743.240234375,5710.5,1387.5699462890625
2012-04-13,9637.990234375,6583.89990234375,5651.7998046875,1370.260009765625
2012-04-16,9470.6396484375,6625.18994140625,5666.2998046875,1369.5699462890625
2012-04-17,9464.7099609375,6801.0,5767.0,1390.780029296875
2012-04-18,9667.259765625,6732.02978515625,5745.2998046875,1385.1400146484375
2012-04-19,9588.3798828125,6671.22021484375,5744.60009765625,1376.9200439453125
2012-04-20,9561.3603515625,6750.1201171875,5772.2001953125,1378.530029296875
2012-04-23,9542.169921875,6523.0,5665.60009765625,1366.93994140625
2012-04-24,9468.0400390625,6590.41015625,5709.5,1371.969970703125
2012-04-25,9561.009765625,6704.5,5718.89990234375,1390.68994140625
2012-04-26,9561.830078125,6739.89990234375,5748.7001953125,1399.97998046875
2012-04-27,9520.8896484375,6801.31982421875,5777.10009765625,1403.3599853515625
2012-04-30,9520.8896484375,6761.18994140625,5737.7998046875,1397.9100341796875
2012-05-01,9350.9501953125,6761.18994140625,5812.2001953125,1405.8199462890625
2012-05-02,9380.25,6710.77001953125,5758.10009765625,1402.31005859375
2012-05-03,9380.25,6694.43994140625,5766.60009765625,1391.5699462890625
2012-05-04,9380.25,6561.47021484375,5655.10009765625,1369.0999755859375
2012-05-07,9119.1396484375,6569.47998046875,5655.10009765625,1369.5799560546875
2012-05-08,9181.650390625,6444.740234375,5554.60009765625,1363.719970703125
2012-05-09,9045.0595703125,6475.31005859375,5530.10009765625,1354.5799560546875
2012-05-10,9009.650390625,6518.0,5544.0,1357.989990234375
2012-05-11,8953.3095703125,6579.93017578125,5575.5,1353.3900146484375
2012-05-14,8973.83984375,6451.97021484375,5465.5,1338.3499755859375
2012-05-15,8900.740234375,6401.06005859375,5437.60009765625,1330.6600341796875
2012-05-16,8801.169921875,6384.259765625,5405.2998046875,1324.800048828125
2012-05-17,8876.58984375,6308.9599609375,5338.39990234375,1304.8599853515625
2012-05-18,8611.3095703125,6271.22021484375,5267.60009765625,1295.219970703125
2012-05-21,8633.8896484375,6331.0400390625,5304.5,1315.989990234375
2012-05-22,8729.2900390625,6435.60009765625,5403.2998046875,1316.6300048828125
2012-05-23,8556.599609375,6285.75,5266.39990234375,1318.8599853515625
2012-05-24,8563.3798828125,6315.89013671875,5350.10009765625,1320.6800537109375
2012-05-25,8580.3896484375,6339.93994140625,5351.5,1317.8199462890625
2012-05-28,8593.150390625,6323.18994140625,5351.5,1317.8199462890625
2012-05-29,8657.080078125,6396.83984375,5391.10009765625,1332.4200439453125
2012-05-30,8633.1904296875,6280.7998046875,5297.2998046875,1313.3199462890625
2012-05-31,8542.73046875,6264.3798828125,5320.89990234375,1310.3299560546875
2012-06-01,8440.25,6050.2900390625,5260.2001953125,1278.0400390625
2012-06-04,8295.6298828125,5978.22998046875,5260.2001953125,1278.1800537109375
2012-06-05,8382.0,5969.39990234375,5260.2001953125,1285.5
2012-06-06,8533.5302734375,6093.990234375,5384.10009765625,1315.1300048828125
2012-06-07,8639.7197265625,6144.22021484375,5447.7998046875,1314.989990234375
2012-06-08,8459.259765625,6130.81982421875,5435.10009765625,1325.6600341796875
2012-06-11,8624.900390625,6141.0498046875,5432.39990234375,1308.9300537109375
2012-06-12,8536.7197265625,6161.240234375,5473.7001953125,1324.1800537109375
2012-06-13,8587.83984375,6152.490234375,5483.7998046875,1314.8800048828125
2012-06-14,8568.8896484375,6138.60986328125,5467.10009765625,1329.0999755859375
2012-06-15,8569.3203125,6229.41015625,5478.7998046875,1342.8399658203125
2012-06-18,8721.01953125,6248.2001953125,5491.10009765625,1344.780029296875
2012-06-19,8655.8701171875,6363.35986328125,5586.2998046875,1357.97998046875
2012-06-20,8752.3095703125,6392.1298828125,5622.2998046875,1355.68994140625
2012-06-21,8824.0703125,6343.1298828125,5566.39990234375,1325.510009765625
2012-06-22,8798.349609375,6263.25,5513.7001953125,1335.02001953125
2012-06-25,8734.6201171875,6132.39013671875,5450.7001953125,1313.719970703125
2012-06-26,8663.990234375,6136.68994140625,5447.0,1319.989990234375
2012-06-27,8730.490234375,6228.990234375,5523.89990234375,1331.8499755859375
2012-06-28,8874.1103515625,6149.91015625,5493.10009765625,1329.0400390625
2012-06-29,9006.7802734375,6416.27978515625,5571.2001953125,1362.1600341796875
2012-07-02,9003.48046875,6496.080078125,5640.60009765625,1365.510009765625
2012-07-03,9066.58984375,6578.2099609375,5687.7001953125,1374.02001953125
2012-07-04,9104.169921875,6564.7998046875,5684.5,1374.02001953125
2012-07-05,9079.7998046875,6535.56005859375,5692.60009765625,1367.5799560546875
2012-07-06,9020.75,6410.10986328125,5662.60009765625,1354.6800537109375
2012-07-09,8896.8798828125,6387.56982421875,5627.2998046875,1352.4599609375
2012-07-10,8857.73046875,6438.330078125,5664.10009765625,1341.469970703125
2012-07-11,8851.0,6453.85009765625,5664.5,1341.449951171875
2012-07-12,8720.009765625,6419.35009765625,5608.2998046875,1334.760009765625
2012-07-13,8724.1201171875,6557.10009765625,5666.10009765625,1356.780029296875
2012-07-16,8724.1201171875,6565.72021484375,5662.39990234375,1353.6400146484375
2012-07-17,8755.0,6577.64013671875,5629.10009765625,1363.6700439453125
2012-07-18,8726.740234375,6684.419921875,5685.7998046875,1372.780029296875
2012-07-19,8795.5498046875,6758.39013671875,5714.2001953125,1376.510009765625
2012-07-20,8669.8701171875,6630.02001953125,5651.7998046875,1362.6600341796875
2012-07-23,8508.3203125,6419.330078125,5533.89990234375,1350.52001953125
2012-07-24,8488.08984375,6390.41015625,5499.2001953125,1338.31005859375
2012-07-25,8365.900390625,6406.52001953125,5498.2998046875,1337.8900146484375
2012-07-26,8443.099609375,6582.9599609375,5573.2001953125,1360.02001953125
2012-07-27,8566.6396484375,6689.39990234375,5627.2001953125,1385.969970703125
2012-07-30,8635.4404296875,6774.06005859375,5693.60009765625,1385.300048828125
2012-07-31,8695.0595703125,6772.259765625,5635.2998046875,1379.3199462890625
2012-08-01,8641.849609375,6754.4599609375,5712.7998046875,1375.3199462890625
2012-08-02,8653.1796875,6606.08984375,5662.2998046875,1365.0
2012-08-03,8555.1103515625,6865.66015625,5787.2998046875,1390.989990234375
2012-08-06,8726.2900390625,6918.72021484375,5808.7998046875,1394.22998046875
2012-08-07,8803.3095703125,6967.9501953125,5841.2001953125,1401.3499755859375
2012-08-08,8881.16015625,6966.14990234375,5845.89990234375,1402.219970703125
2012-08-09,8978.599609375,6964.990234375,5851.5,1402.800048828125
2012-08-10,8891.4404296875,6944.56005859375,5847.10009765625,1405.8699951171875
2012-08-13,8885.150390625,6909.68017578125,5831.89990234375,1404.1099853515625
2012-08-14,8929.8798828125,6974.39013671875,5864.7998046875,1403.9300537109375
2012-08-15,8925.0400390625,6946.7998046875,5833.0,1405.530029296875
2012-08-16,9092.759765625,6996.2900390625,5834.5,1415.510009765625
2012-08-17,9162.5,7040.8798828125,5852.39990234375,1418.1600341796875
2012-08-20,9171.16015625,7033.68017578125,5824.39990234375,1418.1300048828125
2012-08-21,9156.919921875,7089.31982421875,5857.5,1413.1700439453125
2012-08-22,9131.740234375,7017.75,5774.2001953125,1413.489990234375
2012-08-23,9178.1201171875,6949.56982421875,5776.60009765625,1402.0799560546875
2012-08-24,9070.759765625,6971.06982421875,5776.60009765625,1411.1300048828125
2012-08-27,9085.3896484375,7047.4501953125,5776.60009765625,1410.43994140625
2012-08-28,9033.2900390625,7002.68017578125,5775.7001953125,1409.300048828125
2012-08-29,9069.8095703125,7010.56982421875,5743.5,1410.489990234375
2012-08-30,8983.7802734375,6895.490234375,5719.5,1399.47998046875
2012-08-31,8839.91015625,6970.7900390625,5711.5,1406.5799560546875
2012-09-03,8783.8896484375,7014.830078125,5758.39990234375,1406.5799560546875
2012-09-04,8775.509765625,6932.580078125,5672.0,1404.93994140625
2012-09-05,8679.8203125,6964.68994140625,5657.89990234375,1403.43994140625
2012-09-06,8680.5703125,7167.330078125,5777.2998046875,1432.1199951171875
2012-09-07,8871.650390625,7214.5,5794.7998046875,1437.9200439453125
2012-09-10,8869.3701171875,7213.7001953125,5793.2001953125,1429.0799560546875
2012-09-11,8807.3798828125,7310.10986328125,5792.2001953125,1433.56005859375
2012-09-12,8959.9599609375,7343.52978515625,5782.10009765625,1436.56005859375
2012-09-13,8995.150390625,7310.31982421875,5819.89990234375,1459.989990234375
2012-09-14,9159.3896484375,7412.1298828125,5915.60009765625,1465.77001953125
2012-09-17,9159.3896484375,7403.68994140625,5893.5,1461.18994140625
2012-09-18,9123.76953125,7347.68994140625,5868.2001953125,1459.3199462890625
2012-09-19,9232.2099609375,7390.759765625,5888.5,1461.050048828125
2012-09-20,9086.98046875,7389.490234375,5854.60009765625,1460.260009765625
2012-09-21,9110.0,7451.6201171875,5852.60009765625,1460.1500244140625
2012-09-24,9069.2900390625,7413.16015625,5838.7998046875,1456.8900146484375
2012-09-25,9091.5400390625,7425.10986328125,5859.7001953125,1441.5899658203125
2012-09-26,8906.7001953125,7276.509765625,5768.10009765625,1433.3199462890625
2012-09-27,8949.8701171875,7290.02001953125,5779.39990234375,1447.1500244140625
2012-09-28,8870.16015625,7216.14990234375,5742.10009765625,1440.6700439453125
2012-10-01,8796.509765625,7326.72998046875,5820.5,1444.489990234375
2012-10-02,8786.0498046875,7305.85986328125,5809.5,1445.75
2012-10-03,8746.8701171875,7305.85986328125,5825.7998046875,1450.989990234375
2012-10-04,8824.58984375,7305.2099609375,5827.7998046875,1461.4000244140625
2012-10-05,8863.2998046875,7397.8701171875,5871.0,1460.9300537109375
2012-10-08,8863.2998046875,7291.2099609375,5841.7001953125,1455.8800048828125
2012-10-09,8769.58984375,7234.52978515625,5810.2998046875,1441.47998046875
2012-10-10,8596.23046875,7205.22998046875,5776.7001953125,1432.56005859375
2012-10-11,8546.7802734375,7281.7001953125,5829.7998046875,1432.8399658203125
2012-10-12,8534.1201171875,7232.490234375,5793.2998046875,1428.5899658203125
2012-10-15,8577.9296875,7261.25,5805.60009765625,1440.1300048828125
2012-10-16,8701.3095703125,7376.27001953125,5870.5,1454.9200439453125
2012-10-17,8806.5498046875,7394.5498046875,5910.89990234375,1460.9100341796875
2012-10-18,8982.8603515625,7437.22998046875,5917.10009765625,1457.3399658203125
2012-10-19,9002.6796875,7380.64013671875,5896.2001953125,1433.18994140625
2012-10-22,9010.7099609375,7328.0498046875,5882.89990234375,1433.8199462890625
2012-10-23,9014.25,7173.68994140625,5797.89990234375,1413.1099853515625
2012-10-24,8954.2998046875,7192.85009765625,5804.7998046875,1408.75
2012-10-25,9055.2001953125,7200.22998046875,5805.10009765625,1412.969970703125
2012-10-26,8933.0595703125,7231.85009765625,5806.7001953125,1411.93994140625
2012-10-29,8929.33984375,7203.16015625,5795.10009765625,1411.93994140625
2012-10-30,8841.98046875,7284.39990234375,5849.89990234375,1411.93994140625
2012-10-31,8928.2900390625,7260.6298828125,5782.7001953125,1412.1600341796875
2012-11-01,8946.8701171875,7335.669921875,5861.89990234375,1427.5899658203125
